DATE,CLOSESPX,OPENSPX,HIGHSPX,LOWSPX,CLOSEVIX,OPENVIX,HIGHVIX,LOWVIX,CLOSETLT,OPENTLT,HIGHTLT,LOWTLT,VOLTLT,CLOSENASDAQ,OPENNASDAQ,HIGHNASDAQ,LOWNASDAQ,OPENXOI,CLOSEXOI,HIGHXOI,LOWXOI
20070201,1445.73,1440.74,1446.75,1439.5,10.32,10.32,10.43,10.14,87.06,87.69,87.74,87.0,200400.00,1791.3,1801.6,1806.81,1785.54,1171.02,1179.64,1183.9,1167.73
20070202,1448.57,1446.27,1449.35,1444.5,10.08,10.3,10.36,9.96,87.2,87.08,87.36,87.08,141000.00,1798.34,1795.68,1800.39,1788.97,1177.44,1175.65,1179.46,1157.37
20070205,1447.06,1447.36,1449.37,1443.86,10.68,10.53,10.7,10.44,87.33,87.31,87.46,87.16,91000.00,1795.34,1796.48,1804.4,1789.72,1177.08,1170.22,1178.92,1166.61
20070206,1447.91,1448.64,1450.2,1443.47,10.47,10.55,10.88,10.45,87.82,87.2,87.83,87.18,275400.00,1792.87,1799.33,1800.05,1776.51,1172.86,1164.08,1174.44,1159.18
20070207,1450.04,1449.16,1453.06,1446.54,10.37,10.31,10.56,10.24,88.06,87.9,88.12,87.84,160600.00,1810.51,1803.23,1816.77,1796.18,1166.41,1158.8,1172.36,1154.13
20070208,1448.5,1447.37,1450.56,1442.97,10.49,10.49,10.91,10.4,88.14,88.0,88.29,87.93,284900.00,1811.04,1807.41,1814.48,1800.63,1154.87,1171.79,1173.93,1151.81
20070209,1438.2,1447.69,1452.4,1433.49,11.18,10.42,11.56,10.25,87.59,87.86,87.87,87.55,217100.00,1785.9,1815.22,1819.3,1780.44,1169.3,1163.57,1172.99,1159.82
20070212,1433.75,1436.55,1439.3,1431.46,11.66,11.33,11.88,11.3,87.43,87.44,87.65,87.33,124800.00,1778.59,1787.11,1787.11,1774.25,1157.61,1148.59,1157.83,1143.78
20070213,1444.35,1434.39,1444.58,1434.28,10.39,11.42,11.42,10.33,87.23,87.49,87.49,87.21,181000.00,1784.49,1782.16,1789.98,1778.66,1150.2,1164.98,1165.93,1150.2
20070214,1455.23,1445.18,1457.68,1445.18,10.25,10.19,10.26,9.7,88.07,87.54,88.17,87.54,255900.00,1814.79,1792.74,1818.55,1792.29,1168.24,1171.03,1179.52,1164.54
20070215,1457.1,1455.49,1458.01,1453.22,10.24,10.28,10.32,10.05,88.34,88.53,88.57,88.34,231200.00,1823.53,1815.49,1824.09,1813.07,1172.16,1162.43,1172.16,1155.39
20070216,1455.48,1455.11,1455.73,1451.57,9.98,10.42,10.44,9.98,88.56,88.58,88.72,88.49,288900.00,1821.35,1818.56,1823.37,1813.9,1160.49,1161.87,1165.24,1156.4
20070220,1459.66,1453.63,1460.56,1449.28,10.22,10.62,10.72,10.14,88.85,88.5,88.85,88.5,169600.00,1833.03,1817.84,1835.31,1808.11,1154.99,1153.11,1155.61,1146.06
20070221,1457.56,1456.09,1459.06,1452.13,10.21,10.48,10.53,10.17,88.67,88.48,88.68,88.48,81300.00,1838.88,1827.03,1839.12,1824.53,1150.96,1163.32,1165.27,1144.88
20070222,1456.31,1458.14,1461.69,1450.57,10.24,10.23,10.52,10.01,88.22,88.37,88.41,88.09,110700.00,1845.67,1845.47,1851.47,1832.6,1162.62,1171.2,1173.41,1158.54
20070223,1451.31,1455.75,1455.92,1448.37,10.56,10.41,10.7,10.36,88.81,88.52,88.94,88.5,210800.00,1839.43,1845.41,1846.77,1832.4,1177.61,1179.76,1184.34,1175.84
20070226,1449.89,1454.75,1457.38,1445.52,11.16,10.59,11.44,10.52,89.38,89.15,89.43,89.12,74600.00,1830.92,1848.48,1849.09,1819.76,1188.52,1184.63,1195.07,1180.71
20070227,1400.7,1436.99,1438.14,1389.95,17.87,12.12,18.94,12.1,90.72,89.72,91.26,89.6,726700.00,1758.68,1801.87,1808.08,1750.7,1173.08,1143.88,1180.71,1134.09
20070228,1406.47,1401.59,1416.13,1396.69,15.55,17.21,17.28,14.5,90.14,90.13,90.34,89.9,282000.00,1761.2,1754.88,1778.17,1746.29,1145.43,1142.4,1156.86,1140.14
20070301,1403.25,1393.79,1409.67,1380.88,15.71,17.76,19.4,15.36,89.76,90.42,90.42,89.66,317600.00,1753.7,1729.03,1768.96,1717.95,1134.01,1142.2,1151.84,1121.04
20070302,1387.01,1399.69,1403.47,1386.92,18.31,16.7,18.51,12.48,90.16,90.01,90.32,89.7,296800.00,1726.59,1740.87,1752.86,1726.59,1136.74,1122.28,1138.9,1117.31
20070305,1374.27,1376.07,1392.06,1374.07,19.21,20.4,20.41,18.13,90.32,90.49,90.5,90.12,214500.00,1713.67,1711.47,1739.05,1710.97,1104.49,1108.83,1120.98,1100.3
20070306,1394.98,1383.76,1397.94,1381.82,15.96,18.31,18.34,15.76,90.13,90.02,90.32,90.01,121000.00,1742.56,1730.39,1747.21,1727.12,1118.54,1129.28,1130.57,1115.94
20070307,1391.8,1394.62,1401.27,1390.73,15.26,16.25,16.27,14.52,90.49,90.05,90.49,90.0,173400.00,1735.26,1740.79,1746.86,1733.82,1127.56,1147.56,1163.71,1125.5
20070308,1401.59,1399.06,1408.03,1397.92,14.39,14.34,14.7,13.48,90.28,90.29,90.41,90.11,67500.00,1745.94,1753.6,1757.52,1741.47,1155.18,1150.98,1157.02,1146.52
20070309,1402.94,1405.32,1410.27,1397.49,14.15,13.7,14.62,13.67,89.4,89.35,89.9,89.19,223200.00,1745.64,1759.54,1760.96,1734.35,1151.43,1155.16,1161.77,1148.32
20070312,1406.64,1401.09,1409.65,1398.45,14.05,14.96,14.96,13.76,89.74,89.85,89.97,89.72,46100.00,1756.08,1742.98,1758.49,1742.05,1147.57,1151.01,1155.1,1142.4
20070313,1377.92,1402.29,1403.54,1377.68,18.35,14.87,18.42,14.6,90.3,90.23,90.3,89.99,59500.00,1723.58,1747.32,1756.22,1723.58,1148.66,1136.4,1163.44,1135.26
20070314,1387.09,1378.28,1388.26,1363.71,17.49,17.63,21.25,16.75,89.84,90.17,90.51,89.84,250600.00,1742.65,1724.65,1742.66,1711.28,1138.0,1149.79,1149.87,1126.3
20070315,1392.0,1386.89,1395.76,1385.18,16.29,16.91,16.91,15.27,89.88,89.71,89.96,89.67,98900.00,1744.54,1743.48,1749.58,1737.04,1144.72,1144.18,1153.43,1139.56
20070316,1386.68,1392.21,1397.48,1383.51,16.89,15.38,17.71,15.29,89.86,89.67,89.92,89.66,45600.00,1741.55,1743.58,1750.39,1733.58,1143.85,1135.36,1148.48,1132.19
20070319,1401.82,1390.56,1403.19,1390.33,14.83,15.82,15.82,14.62,89.64,89.53,89.69,89.53,94100.00,1757.01,1752.19,1764.37,1747.05,1139.61,1153.74,1154.42,1139.61
20070320,1410.66,1401.5,1411.62,1400.27,13.32,15.01,15.16,13.27,89.71,89.94,89.95,89.7,110200.00,1766.67,1759.49,1772.74,1757.94,1154.54,1166.34,1166.73,1148.19
20070321,1434.71,1412.14,1437.9,1409.78,12.22,13.27,13.67,11.21,89.74,89.35,90.08,89.28,216000.00,1805.4,1766.43,1805.4,1766.0,1168.4,1183.18,1187.36,1167.09
20070322,1434.62,1434.78,1437.64,1429.68,12.84,12.29,12.9,12.04,89.05,89.46,89.46,88.86,315400.00,1800.62,1806.76,1807.43,1793.38,1184.9,1202.61,1211.18,1184.9
20070323,1436.33,1434.66,1439.41,1433.19,12.93,13.13,13.18,12.46,88.8,89.19,89.19,88.79,306100.00,1794.37,1800.18,1804.63,1792.74,1210.57,1213.43,1218.59,1208.88
20070326,1437.48,1437.03,1437.71,1422.96,12.93,13.39,14.7,12.91,88.89,88.62,89.26,88.5,80800.00,1802.44,1796.01,1802.44,1774.96,1219.52,1222.96,1225.02,1205.88
20070327,1428.83,1435.38,1436.4,1425.61,13.59,13.35,13.9,13.35,88.69,88.68,88.8,88.57,139900.00,1789.97,1798.14,1798.89,1787.98,1220.43,1224.1,1226.16,1216.63
20070328,1416.64,1425.69,1426.06,1414.11,15.17,14.28,15.51,14.22,88.57,88.91,89.1,88.43,133100.00,1770.83,1781.66,1789.65,1770.79,1235.95,1223.38,1236.63,1221.31
20070329,1422.43,1420.7,1426.48,1413.37,15.02,14.45,16.05,14.34,88.41,88.47,88.66,88.33,148800.00,1771.96,1783.44,1783.48,1753.43,1229.82,1232.86,1236.04,1227.02
20070330,1420.28,1421.72,1429.14,1408.67,14.78,14.94,15.82,14.14,88.35,88.74,88.91,88.22,290400.00,1771.63,1772.86,1783.33,1758.1,1230.92,1216.4,1232.57,1215.85
20070402,1424.53,1421.75,1425.61,1416.18,14.48,14.91,15.46,14.4,88.05,88.08,88.2,88.01,109400.00,1772.96,1775.92,1779.3,1761.65,1219.76,1228.2,1230.67,1218.73
20070403,1437.51,1427.27,1440.57,1427.27,13.55,14.02,14.06,12.81,88.04,88.02,88.11,87.99,135600.00,1795.84,1782.5,1801.9,1781.89,1226.41,1228.69,1233.7,1217.93
20070404,1439.16,1437.24,1440.25,1435.11,13.27,13.82,13.91,13.2,88.08,88.21,88.33,88.05,75500.00,1801.22,1797.28,1804.54,1795.0,1225.36,1236.0,1237.69,1218.19
20070405,1443.66,1438.19,1444.89,1436.51,13.18,13.57,13.66,12.69,87.74,88.11,88.11,87.74,70300.00,1812.05,1801.1,1812.05,1798.53,1238.25,1243.15,1245.89,1235.5
20070409,1444.52,1446.1,1448.09,1443.23,13.18,13.26,13.56,12.89,87.2,87.21,87.31,87.13,164100.00,1808.52,1818.75,1819.04,1805.09,1242.47,1238.28,1253.27,1235.02
20070410,1448.43,1443.91,1448.78,1443.43,12.59,13.33,13.33,12.56,87.43,87.39,87.54,87.31,93100.00,1816.7,1807.06,1816.87,1806.91,1239.79,1249.6,1251.32,1239.38
20070411,1438.9,1448.21,1448.21,1436.15,13.59,12.72,14.08,12.72,87.31,87.47,87.58,87.29,77200.00,1797.92,1815.38,1815.73,1793.25,1252.7,1247.36,1260.32,1244.06
20070412,1447.66,1438.79,1447.99,1433.95,12.64,13.65,14.15,12.58,87.4,87.5,87.55,87.35,56600.00,1813.09,1795.15,1814.68,1788.4,1248.95,1267.78,1267.95,1248.95
20070413,1452.91,1449.62,1455.04,1444.12,12.3,12.67,13.0,12.13,87.16,87.41,87.44,87.01,49200.00,1816.94,1811.66,1818.42,1801.89,1274.21,1270.91,1277.14,1265.39
20070416,1468.2,1456.39,1468.63,1456.39,11.88,11.86,12.1,11.46,87.59,87.57,87.67,87.43,97000.00,1833.32,1823.69,1835.68,1823.69,1270.25,1271.23,1274.57,1262.4
20070417,1471.3,1469.39,1474.33,1467.18,12.15,11.7,12.17,11.5,88.08,87.87,88.16,87.87,63200.00,1834.88,1835.67,1838.1,1829.11,1274.45,1263.56,1279.7,1257.87
20070418,1472.26,1469.98,1476.6,1466.49,12.46,12.48,12.57,11.95,88.51,88.44,88.52,88.39,49600.00,1831.58,1828.76,1839.31,1823.29,1261.19,1263.3,1266.29,1254.77
20070419,1470.67,1468.22,1474.09,1464.38,12.73,13.16,13.27,12.41,88.38,88.71,88.71,88.2,368500.00,1831.77,1823.2,1840.28,1819.31,1255.17,1252.85,1259.71,1248.91
20070420,1484.67,1477.76,1485.33,1477.32,12.19,12.03,12.67,11.97,88.22,88.45,88.45,88.06,92100.00,1845.85,1848.69,1856.43,1838.77,1256.36,1272.21,1272.61,1256.36
20070423,1481.18,1484.11,1487.44,1480.14,13.01,12.6,13.08,12.48,88.47,88.18,88.56,88.05,78000.00,1850.13,1848.49,1854.75,1844.8,1270.51,1272.57,1282.87,1269.01
20070424,1480.68,1483.36,1484.13,1473.83,13.19,13.12,13.89,13.04,88.8,88.56,88.81,88.5,135600.00,1858.58,1856.32,1863.76,1844.05,1273.3,1264.36,1274.44,1261.2
20070425,1495.17,1483.59,1496.67,1482.01,13.11,12.74,13.23,12.58,88.49,88.62,88.74,88.41,91700.00,1881.48,1865.77,1883.58,1859.06,1271.0,1290.4,1295.56,1269.84
20070426,1494.37,1498.04,1498.04,1491.14,12.84,13.16,13.67,12.67,87.96,88.42,88.42,87.91,161500.00,1889.46,1889.58,1896.77,1884.26,1291.06,1289.17,1298.1,1280.33
20070427,1494.26,1493.27,1497.4,1488.71,12.49,13.12,13.26,12.41,87.8,88.01,88.05,87.8,112800.00,1891.0,1886.32,1894.97,1883.36,1285.35,1284.25,1290.27,1275.9
20070430,1482.38,1495.58,1497.34,1482.38,14.27,12.9,14.27,12.78,88.68,88.34,88.72,88.29,120600.00,1868.27,1891.81,1891.81,1868.18,1286.55,1271.39,1295.74,1271.39
20070501,1486.15,1482.72,1487.29,1476.7,13.57,14.1,14.6,13.5,88.46,88.64,88.64,88.17,73700.00,1873.1,1872.34,1876.19,1857.33,1272.31,1273.01,1278.12,1265.02
20070502,1496.11,1487.24,1499.15,1486.42,13.15,13.52,13.52,12.55,88.45,88.44,88.48,88.32,54500.00,1889.44,1874.56,1894.3,1874.39,1275.97,1286.61,1289.56,1275.59
20070503,1502.35,1495.99,1503.38,1495.99,13.22,13.01,13.36,12.89,88.22,88.29,88.32,88.02,46400.00,1894.64,1892.6,1899.49,1888.74,1282.01,1296.77,1300.11,1280.58
20070504,1505.62,1504.14,1510.46,1501.86,13.07,12.91,13.36,12.59,88.59,88.5,88.63,88.5,45600.00,1894.95,1902.4,1905.85,1888.4,1300.61,1298.11,1315.29,1291.85
20070507,1509.06,1505.89,1511.03,1505.89,13.13,13.34,13.37,13.11,88.84,88.73,88.84,88.68,33400.00,1895.77,1896.1,1901.42,1893.97,1295.43,1296.18,1298.9,1289.33
20070508,1508.03,1506.45,1508.38,1500.68,13.18,13.48,13.69,13.18,88.69,88.98,88.98,88.67,41500.00,1899.75,1890.08,1901.21,1883.01,1289.85,1298.26,1299.5,1282.7
20070509,1512.53,1504.73,1513.89,1503.3,12.76,13.43,13.5,12.54,88.33,88.65,88.66,88.3,99200.00,1905.44,1891.2,1909.3,1890.16,1290.56,1298.32,1300.15,1283.32
20070510,1491.8,1509.18,1509.18,1491.45,13.8,13.31,13.85,12.89,88.51,88.4,88.53,88.4,104000.00,1874.51,1896.42,1902.19,1874.24,1295.86,1273.28,1300.09,1269.72
20070511,1506.4,1493.5,1506.41,1493.38,12.91,13.47,13.47,12.63,88.14,88.68,88.68,88.14,230400.00,1898.46,1881.54,1899.44,1878.38,1277.07,1297.16,1298.63,1276.91
20070514,1503.69,1506.29,1510.87,1498.32,13.95,13.26,14.43,13.01,87.99,88.22,88.24,87.99,28300.00,1888.06,1902.1,1906.38,1878.63,1297.19,1302.16,1305.14,1295.19
20070515,1501.74,1502.23,1514.8,1500.48,14.23,13.88,14.3,13.27,87.82,88.14,88.19,87.66,86000.00,1871.88,1887.59,1898.02,1870.24,1301.36,1301.33,1312.27,1296.43
20070516,1513.93,1503.92,1514.16,1501.84,13.5,14.02,14.18,13.49,87.89,87.83,87.96,87.83,93800.00,1891.29,1878.52,1891.52,1866.98,1304.77,1305.75,1308.02,1286.54
20070517,1512.36,1512.44,1517.09,1508.98,13.43,13.62,13.82,13.25,87.48,87.66,87.68,87.45,20600.00,1884.81,1889.17,1892.71,1882.04,1308.66,1325.87,1334.62,1301.76
20070518,1522.52,1516.0,1522.59,1515.39,12.76,13.01,13.22,12.76,86.99,87.26,87.44,86.89,102300.00,1896.57,1890.88,1898.34,1885.93,1336.64,1348.89,1350.19,1332.46
20070521,1524.72,1523.55,1529.83,1522.97,13.2,13.24,13.29,12.7,87.2,86.91,87.24,86.85,41000.00,1910.88,1899.6,1919.6,1897.86,1356.8,1360.94,1371.79,1355.88
20070522,1523.96,1525.43,1529.34,1521.96,12.97,12.09,13.38,12.08,86.72,87.18,87.2,86.69,191000.00,1916.14,1913.51,1921.81,1905.77,1363.9,1354.28,1371.97,1353.85
20070523,1521.95,1526.84,1532.55,1521.93,13.26,12.77,13.26,12.55,86.42,86.84,86.84,86.32,59800.00,1904.57,1919.45,1925.43,1903.87,1363.13,1357.78,1373.18,1357.03
20070524,1508.19,1521.34,1529.33,1505.34,14.12,13.15,14.36,12.92,86.57,86.52,86.57,85.97,205200.00,1874.84,1904.19,1911.48,1869.51,1361.39,1338.39,1368.7,1333.62
20070525,1515.66,1511.08,1517.43,1509.67,13.29,13.81,13.87,13.23,86.43,86.43,86.51,86.36,96200.00,1888.8,1883.41,1892.71,1877.73,1346.34,1359.13,1359.53,1345.6
20070529,1518.09,1516.72,1521.82,1512.14,13.61,13.86,13.95,13.31,86.37,86.54,86.54,86.34,58100.00,1899.7,1891.07,1904.31,1887.26,1355.65,1348.11,1358.18,1340.77
20070530,1530.22,1512.63,1530.22,1509.83,12.93,14.18,14.29,12.92,86.51,86.74,86.74,86.42,14600.00,1917.64,1889.28,1917.64,1884.45,1341.73,1369.69,1371.19,1337.53
20070531,1530.48,1531.14,1535.46,1528.17,13.05,12.78,13.18,12.62,86.38,86.55,86.55,86.04,148800.00,1927.48,1923.56,1931.1,1919.27,1371.06,1368.24,1380.36,1362.5
20070601,1536.03,1533.12,1540.54,1532.25,12.88,12.77,13.01,12.43,85.61,85.99,85.99,85.55,142400.00,1928.14,1934.74,1940.81,1925.65,1369.96,1388.07,1391.02,1369.96
20070604,1539.03,1535.01,1540.55,1532.54,13.28,13.47,13.54,13.21,85.96,85.75,86.01,85.67,56800.00,1933.89,1921.95,1935.85,1920.21,1386.94,1406.53,1410.49,1384.8
20070605,1531.42,1537.19,1537.32,1525.73,13.68,13.58,14.17,13.54,85.39,85.94,85.94,85.38,145600.00,1932.94,1928.65,1932.94,1916.38,1401.77,1398.13,1404.16,1389.23
20070606,1517.58,1526.42,1527.7,1514.13,14.69,14.07,15.06,14.06,85.28,85.38,85.54,85.28,55000.00,1915.78,1924.43,1924.51,1908.8,1394.62,1376.93,1394.71,1370.88
20070607,1490.59,1514.81,1516.76,1490.59,16.72,15.08,17.09,14.89,83.9,84.68,84.68,83.74,382300.00,1882.55,1908.66,1918.82,1882.55,1375.62,1357.17,1389.06,1356.86
20070608,1506.95,1490.28,1507.88,1487.36,14.83,16.75,16.78,14.73,83.99,83.39,84.11,83.38,432300.00,1905.94,1884.66,1906.79,1876.52,1359.46,1369.86,1370.62,1346.58
20070611,1508.93,1506.4,1515.57,1503.38,14.71,15.31,15.47,14.24,83.6,83.29,83.87,83.26,298400.00,1902.41,1904.91,1917.43,1900.73,1366.94,1373.46,1382.26,1362.26
20070612,1493.22,1505.67,1511.24,1493.22,16.36,15.46,16.39,14.77,82.4,82.82,83.03,82.32,1455400.00,1891.21,1892.13,1911.14,1887.77,1368.36,1357.86,1377.62,1356.91
20070613,1515.44,1495.63,1515.54,1495.63,14.74,16.05,16.1,14.72,83.17,82.77,83.39,82.76,1063800.00,1912.52,1897.79,1913.13,1892.55,1363.08,1382.98,1384.65,1363.08
20070614,1522.96,1515.17,1526.66,1514.58,13.73,14.76,14.82,13.59,83.07,83.19,83.67,83.06,462300.00,1925.05,1914.28,1929.59,1913.53,1388.1,1411.11,1413.1,1388.1
20070615,1533.02,1529.76,1538.62,1529.64,13.81,13.01,13.83,12.58,83.71,83.29,83.73,83.21,179600.00,1941.87,1943.91,1946.7,1937.99,1422.58,1435.05,1436.88,1422.58
20070618,1531.14,1534.69,1535.78,1529.34,13.42,14.42,14.51,13.35,83.55,83.47,83.58,83.18,787600.00,1944.23,1947.79,1947.79,1939.27,1440.31,1438.99,1445.84,1438.27
20070619,1534.22,1529.82,1535.8,1526.17,12.87,13.78,13.8,12.79,84.3,83.8,84.45,83.75,212300.00,1942.15,1939.07,1946.88,1932.75,1341.4,1433.63,1439.25,1340.75
20070620,1512.52,1536.46,1537.55,1512.52,14.74,12.77,14.76,12.75,83.9,83.93,83.96,83.68,268100.00,1922.52,1945.06,1948.58,1922.07,1438.51,1396.44,1441.93,1396.38
20070621,1522.2,1513.58,1522.97,1504.82,14.2,14.8,15.56,14.2,83.28,83.57,83.67,83.27,59100.00,1941.35,1922.32,1943.42,1915.77,1408.85,1424.77,1426.98,1406.4
20070622,1504.14,1519.43,1519.9,1500.72,16.29,14.45,16.58,14.31,83.76,83.05,83.76,82.95,239400.00,1923.41,1936.78,1940.28,1917.52,1425.64,1413.52,1427.25,1402.34
20070625,1498.29,1503.14,1514.35,1492.63,16.79,16.5,17.24,15.41,84.22,84.18,84.34,83.99,98000.00,1913.09,1924.18,1934.84,1905.02,1408.89,1406.29,1422.01,1399.48
20070626,1492.87,1500.63,1506.11,1490.43,17.95,16.46,18.06,16.21,84.07,84.26,84.32,83.97,146900.00,1908.31,1923.7,1924.42,1901.18,1411.98,1383.13,1416.98,1378.71
20070627,1506.73,1487.64,1506.84,1483.5,15.48,18.87,18.98,15.45,84.26,84.61,84.7,84.2,634400.00,1933.9,1901.6,1934.03,1899.92,1370.56,1389.21,1389.87,1356.21
20070628,1505.75,1506.97,1515.19,1504.34,15.47,15.7,15.71,14.98,84.38,84.58,84.58,84.25,274600.00,1931.53,1931.77,1945.12,1930.53,1398.04,1395.9,1408.29,1391.49
20070629,1502.36,1507.87,1517.79,1493.46,16.41,15.25,17.13,14.62,85.14,84.94,85.3,84.73,125500.00,1933.77,1944.5,1947.0,1920.83,1404.38,1409.76,1420.75,1400.51
20070702,1519.38,1512.33,1519.38,1509.53,15.41,16.48,16.48,15.39,85.28,84.83,85.37,84.83,369700.00,1953.96,1943.28,1954.24,1939.74,1416.99,1431.46,1432.37,1416.99
20070703,1524.68,1520.48,1526.02,1520.38,14.93,15.29,15.3,14.9,84.77,85.15,85.33,84.72,234500.00,1963.94,1957.48,1963.94,1953.93,1434.57,1441.51,1443.71,1433.68
20070705,1525.55,1526.15,1526.51,1517.78,15.35,15.37,15.95,15.17,83.8,84.24,84.42,83.72,658700.00,1980.88,1967.74,1983.1,1964.49,1446.07,1440.86,1455.55,1427.81
20070706,1530.53,1526.26,1532.41,1520.53,14.75,15.36,15.59,14.67,83.39,83.48,83.54,83.29,144400.00,1987.97,1980.78,1989.43,1973.4,1455.45,1459.28,1462.76,1451.01
20070709,1531.8,1532.1,1534.44,1527.39,15.14,15.34,15.69,15.03,83.74,83.88,83.92,83.71,20600.00,1989.31,1989.76,1992.55,1982.37,1459.33,1476.48,1481.0,1458.78
20070710,1510.07,1527.88,1528.02,1509.95,17.53,15.88,17.53,15.83,85.04,84.61,85.08,84.45,177100.00,1971.84,1979.13,1989.35,1970.36,1469.73,1469.77,1488.58,1461.93
20070711,1518.81,1509.87,1519.29,1506.02,16.76,17.69,17.91,16.64,84.49,84.83,85.09,84.33,116700.00,1984.67,1968.98,1984.67,1965.61,1468.99,1475.62,1478.68,1464.49
20070712,1548.03,1522.3,1548.03,1522.0,15.47,16.39,16.39,14.93,84.06,84.58,84.58,83.88,191800.00,2020.31,1992.57,2020.31,1990.89,1481.49,1504.27,1504.27,1477.32
20070713,1552.2,1547.41,1555.16,1544.85,15.1,15.39,15.51,14.79,84.39,84.45,84.46,83.99,76400.00,2031.43,2018.84,2032.28,2017.28,1502.25,1515.04,1522.22,1499.85
20070716,1549.62,1552.76,1555.98,1546.67,15.59,15.57,15.83,15.27,85.11,84.62,85.11,84.52,173300.00,2028.38,2030.34,2037.5,2024.3,1510.31,1489.48,1510.4,1476.3
20070717,1549.56,1551.56,1555.22,1547.68,15.56,15.58,15.78,15.31,84.85,84.9,85.09,84.5,58700.00,2041.75,2031.33,2045.97,2030.57,1493.84,1473.53,1502.0,1469.67
20070718,1546.66,1542.87,1548.1,1533.71,16.0,16.38,17.06,15.98,85.18,84.92,85.5,84.92,84800.00,2037.25,2030.54,2037.81,2019.17,1472.05,1493.67,1495.38,1468.21
20070719,1552.76,1550.97,1555.48,1548.4,15.2,15.43,15.62,15.06,85.22,84.8,85.22,84.8,80400.00,2052.87,2052.31,2060.29,2046.96,1495.91,1491.28,1500.01,1486.94
20070720,1533.92,1550.33,1550.83,1529.09,17.18,15.39,18.53,15.36,85.85,85.32,86.08,85.32,97600.00,2036.05,2047.14,2048.24,2024.25,1490.25,1470.06,1490.25,1459.65
20070723,1540.93,1538.7,1547.47,1538.12,16.75,16.62,17.09,16.39,85.81,85.77,85.85,85.7,62800.00,2036.14,2043.82,2045.81,2031.37,1477.99,1474.34,1483.09,1458.72
20070724,1512.0,1534.39,1535.24,1508.53,18.76,17.63,19.09,17.48,86.11,85.99,86.15,85.78,217600.00,2001.65,2021.52,2037.72,1995.62,1462.02,1424.46,1462.22,1417.83
20070725,1517.97,1518.85,1524.28,1503.73,18.09,17.77,19.46,17.38,86.3,86.06,86.36,86.0,188600.00,2010.08,2017.56,2020.68,1996.05,1430.0,1439.41,1445.33,1401.15
20070726,1486.0,1505.83,1507.18,1465.06,20.86,19.41,23.36,19.3,87.06,86.74,87.46,86.68,251000.00,1990.86,1996.93,2012.49,1955.62,1422.83,1390.62,1422.83,1360.88
20070727,1459.18,1482.32,1488.56,1459.18,23.01,20.34,23.01,19.6,87.26,87.06,87.52,86.85,286200.00,1957.61,1988.85,1997.79,1957.61,1385.63,1354.72,1387.61,1340.77
20070730,1473.25,1463.52,1477.85,1454.13,21.1,23.64,23.64,20.91,87.03,87.24,87.36,86.91,231500.00,1974.67,1961.78,1981.86,1951.36,1362.82,1376.79,1381.71,1347.52
20070731,1454.12,1482.18,1488.49,1454.12,23.53,20.08,23.53,19.68,87.66,87.19,87.74,86.95,229800.00,1931.99,1992.53,1992.53,1931.99,1387.66,1360.97,1394.48,1360.97
20070801,1466.39,1450.41,1468.45,1439.52,23.78,23.71,26.22,23.26,87.41,87.32,87.5,87.16,194900.00,1946.35,1929.09,1946.35,1912.1,1358.68,1355.76,1374.88,1319.57
20070802,1471.89,1466.87,1476.56,1460.52,21.43,22.94,23.0,21.32,87.35,87.15,87.45,86.99,307000.00,1965.06,1950.95,1969.66,1944.37,1350.11,1346.52,1355.59,1326.41
20070803,1433.15,1470.64,1473.62,1432.87,25.31,21.52,25.55,21.09,87.85,87.33,87.87,87.33,109000.00,1921.38,1963.49,1964.5,1919.99,1342.17,1295.28,1352.05,1294.47
20070806,1466.99,1437.11,1467.18,1427.28,22.67,25.32,26.47,22.44,87.21,87.64,87.64,87.18,88200.00,1953.16,1931.38,1953.16,1912.69,1301.78,1307.06,1309.07,1269.39
20070807,1476.01,1462.56,1488.58,1455.94,21.58,23.33,23.68,20.79,87.06,87.39,87.62,86.93,124500.00,1960.97,1943.39,1976.7,1932.05,1300.91,1331.0,1341.17,1290.4
20070808,1496.94,1482.64,1504.28,1478.16,22.04,20.97,22.95,19.33,86.1,86.66,86.77,85.99,2447800.00,1986.73,1974.33,1995.0,1968.34,1332.73,1350.61,1366.46,1330.4
20070809,1455.29,1474.12,1487.32,1455.29,26.43,24.46,26.9,23.84,86.26,86.71,86.78,85.72,472400.00,1939.46,1959.97,1990.96,1939.46,1322.49,1306.59,1344.15,1305.3
20070810,1453.58,1440.68,1462.46,1429.71,27.66,28.04,29.84,26.91,86.01,86.46,86.65,86.01,239800.00,1925.92,1918.99,1944.54,1896.69,1297.93,1326.16,1331.58,1280.16
20070813,1452.92,1462.69,1467.34,1451.52,26.4,28.02,28.02,25.48,86.31,86.1,86.37,86.09,115500.00,1935.71,1941.41,1946.75,1931.33,1337.35,1324.84,1345.0,1322.64
20070814,1426.37,1453.98,1456.53,1426.27,28.1,25.56,28.1,25.31,86.6,86.07,86.74,86.07,137300.00,1901.61,1938.79,1940.89,1901.43,1333.82,1309.88,1337.7,1307.06
20070815,1406.53,1423.96,1440.92,1404.34,31.65,28.22,31.73,26.16,86.5,86.7,86.73,86.29,131000.00,1865.7,1897.05,1913.79,1864.2,1304.63,1279.39,1321.14,1276.28
