DATE,CLOSESPX,OPENSPX,HIGHSPX,LOWSPX,CLOSEVIX,OPENVIX,HIGHVIX,LOWVIX,CLOSETLT,OPENTLT,HIGHTLT,LOWTLT,VOLTLT,PRICE,DIX,GEX,ADJCLOSESPX,VOLUMESPX
20110502,1361.22,1365.21,1370.58,1358.59,15.98,15.07,16.13,15.07,93.65,93.32,93.68,93.18,896300.0,1361.219971,0.3788420991568634,1897312571.486,1361.219971,3846250000
20110503,1356.62,1359.76,1360.84,1349.52,16.71,16.35,17.29,16.13,94.17,93.95,94.17,93.59,1094200.0,1356.619995,0.3834110799414632,1859730656.13,1356.619995,4223740000
20110504,1347.32,1355.9,1355.9,1341.5,17.11,16.84,17.72,16.83,94.61,94.31,94.71,94.3,1590100.0,1347.319946,0.3921217997918537,1717763844.535,1347.319946,4223740000
20110505,1335.1,1344.16,1348.0,1329.17,18.56,17.68,19.11,16.74,95.5,94.91,95.63,94.81,1825600.0,1335.099976,0.4054570196735625,1361864280.275,1335.099976,3846250000
20110506,1340.2,1340.24,1354.36,1335.58,18.36,17.17,19.29,16.12,95.07,94.52,95.49,94.36,1969500.0,1340.199951,0.4186486654525637,1490328625.98,1340.199951,4223740000
20110509,1346.29,1340.2,1349.44,1338.64,17.18,18.59,18.59,17.04,94.97,94.91,95.2,94.84,728700.0,1346.290039,0.4103205027781488,1677058729.04,1346.290039,4265250000
20110510,1357.16,1348.34,1359.44,1348.34,15.93,16.84,16.9,15.79,94.29,94.72,94.89,94.29,957200.0,1357.160034,0.3928514271714904,2034952130.69,1357.160034,4223740000
20110511,1342.08,1354.51,1354.51,1336.36,16.9,16.27,17.49,16.23,94.83,94.33,95.09,94.19,1380100.0,1342.079956,0.4008140977249443,1536770884.92,1342.079956,3846250000
20110512,1348.65,1339.39,1351.05,1332.03,16.08,17.27,17.89,16.07,94.23,94.95,95.1,93.92,1894100.0,1348.650024,0.3875339951676699,1674923266.095,1348.650024,3777210000
20110513,1337.77,1348.69,1350.47,1333.36,16.99,16.02,17.56,15.98,95.08,94.66,95.49,94.53,1853900.0,1337.77002,0.4055951917654673,1218149461.54,1337.77002,3426660000
20110516,1329.47,1334.77,1343.33,1327.32,17.99,17.86,18.1,16.61,95.61,95.03,95.78,94.76,1238200.0,1329.469971,0.389702743625763,779596412.269,1329.469971,3846250000
20110517,1328.98,1326.1,1330.42,1318.51,17.49,18.54,19.09,17.49,96.59,96.01,96.59,95.98,2269000.0,1328.97998,0.3947468322564728,841850592.0,1328.97998,4053970000
20110518,1340.68,1328.54,1341.82,1326.59,16.23,17.56,17.68,16.03,95.29,96.27,96.38,95.28,1566800.0,1340.680054,0.4023302249231638,1366160182.325,1340.680054,3922030000
20110519,1343.6,1342.4,1346.82,1336.36,15.6,15.9,16.56,15.55,95.27,94.47,95.32,94.47,1930300.0,1343.599976,0.3946342030319486,1543685364.78,1343.599976,3626110000
20110520,1333.27,1342.0,1342.0,1330.67,17.15,15.88,17.38,15.7,95.32,95.03,95.41,94.73,1437900.0,1333.27002,0.4132016164569771,1288076423.565,1333.27002,4066020000
20110523,1317.37,1333.07,1333.07,1312.88,17.91,20.03,20.03,17.47,95.78,95.74,96.19,95.6,1208600.0,1317.369995,0.4058465565335275,539696742.805,1317.369995,3255580000
20110524,1316.28,1317.7,1323.72,1313.87,17.71,18.07,18.19,17.0,96.14,95.62,96.14,95.46,1270800.0,1316.280029,0.3893803484962401,510244377.512,1316.280029,3846250000
20110525,1320.47,1316.36,1325.86,1311.8,16.96,18.26,18.26,16.7,95.69,96.15,96.28,95.54,1317900.0,1320.469971,0.397290689726496,740695062.903,1320.469971,4109670000
20110526,1325.69,1320.64,1328.51,1314.41,16.3,17.17,17.46,15.9,96.51,95.98,96.55,95.89,1939400.0,1325.689941,0.3976559763379473,794680724.93,1325.689941,3259470000
20110527,1331.1,1330.22,1332.01,1330.21,16.0,16.12,16.12,15.96,96.47,96.15,96.51,95.88,1440000.0,1331.099976,0.400935309915913,918664965.16,1331.099976,3124560000
20110531,1345.2,1331.1,1345.2,1331.1,15.43,15.85,16.5,15.15,96.69,96.2,96.75,96.09,1986300.0,1345.199951,0.4024774071359699,1501018826.775,1345.199951,4696240000
20110601,1314.55,1345.2,1345.2,1313.71,18.34,15.95,18.34,15.95,97.64,96.93,97.71,96.9,3273200.0,1314.550049,0.4415818154795479,765472910.6735,1314.550049,4241090000
20110602,1312.94,1314.55,1318.03,1305.61,18.11,17.92,18.72,17.39,95.78,96.5,96.9,95.78,4224600.0,1312.939941,0.4130699544074263,737054457.098,1312.939941,3762170000
20110603,1300.16,1312.94,1312.94,1297.9,17.83,18.23,19.87,17.12,96.33,96.58,96.59,95.58,2723500.0,1300.160034,0.4361097185889154,405956517.902,1300.160034,3505030000
20110606,1286.17,1300.26,1300.26,1284.72,18.51,18.42,18.65,17.65,95.6,95.47,95.99,95.22,2648800.0,1286.170044,0.4001471281500261,24119666.104,1286.170044,3555980000
20110607,1284.94,1286.31,1296.22,1284.74,18.21,18.13,18.48,17.39,96.04,95.23,96.06,95.12,2016300.0,1284.939941,0.4067739261627282,172403089.14,1284.939941,3846250000
20110608,1279.56,1284.63,1287.04,1277.42,18.71,18.15,18.79,17.72,96.79,96.26,96.84,96.17,2430400.0,1279.560059,0.4045812401043901,285916518.02,1279.560059,3970810000
20110609,1289.0,1279.63,1294.54,1279.63,17.69,18.2,18.31,17.26,96.4,97.08,97.33,95.93,2495000.0,1289.0,0.4144506947029147,110999211.335,1289.0,3332510000
20110610,1270.98,1288.6,1288.6,1268.28,18.78,17.93,19.16,17.93,97.14,96.9,97.39,96.81,2190300.0,1270.97998,0.4361255265327686,459227978.2,1270.97998,3846250000
20110613,1271.83,1271.31,1277.04,1265.64,19.56,19.1,20.02,18.41,96.65,96.76,97.28,96.64,1334700.0,1271.829956,0.4088508603468689,449818392.34,1271.829956,4132520000
20110614,1287.87,1272.22,1292.5,1272.22,18.37,18.56,18.56,17.8,95.19,95.74,95.9,95.14,2015000.0,1287.869995,0.426970319314135,97844618.176,1287.869995,3500280000
20110615,1265.42,1287.87,1287.87,1261.9,21.31,19.31,21.66,19.03,96.92,95.39,96.94,95.38,2616800.0,1265.420044,0.4302597484995706,618829105.244,1265.420044,4070500000
20110616,1267.64,1265.53,1274.11,1258.07,22.84,21.37,24.65,20.81,97.36,97.08,97.53,96.82,2686100.0,1267.640015,0.3879749628199702,643026779.91,1267.640015,3846250000
20110617,1271.5,1268.58,1279.82,1267.4,21.79,21.56,22.39,20.35,96.87,96.84,97.14,96.65,2263500.0,1271.5,0.4089676915491283,444255510.62,1271.5,4916460000
20110620,1278.36,1271.5,1280.42,1267.56,20.05,22.99,23.08,19.99,97.02,97.32,97.35,96.59,2090900.0,1278.359985,0.371377592250574,130641736.1,1278.359985,3464660000
20110621,1295.52,1278.4,1297.62,1278.4,18.62,19.46,19.46,17.72,96.59,96.67,97.03,96.27,1760200.0,1295.52002,0.4234861745377597,594237200.535,1295.52002,4056150000
20110622,1287.14,1295.48,1298.61,1286.79,18.46,18.86,18.9,17.72,96.65,96.97,97.06,96.41,1440300.0,1287.140015,0.4472098927635801,421966023.175,1287.140015,3718420000
20110623,1283.5,1286.6,1286.6,1262.87,19.25,20.23,21.5,19.22,97.39,97.24,97.73,97.15,1956500.0,1283.5,0.4461674181899256,673524372.871,1283.5,4983450000
20110624,1268.45,1283.04,1283.93,1267.24,21.07,19.2,21.28,19.1,96.98,97.36,97.69,96.98,1801400.0,1268.449951,0.4474775675604366,197912878.19,1268.449951,3665340000
20110627,1280.1,1268.44,1284.91,1267.53,20.59,21.6,21.82,20.27,95.65,96.87,96.87,95.55,2000000.0,1280.099976,0.4229687257351265,533994908.78,1280.099976,3479070000
20110628,1296.67,1280.21,1296.8,1280.21,19.26,20.3,20.45,19.26,94.88,95.48,95.67,94.74,2042700.0,1296.670044,0.4346091542572899,1000303669.785,1296.670044,3681500000
20110629,1307.41,1296.85,1309.21,1296.85,17.31,18.62,18.83,17.27,94.25,94.94,95.18,94.03,2214100.0,1307.410034,0.4191406401143612,1263240916.7,1307.410034,4347540000
20110630,1320.64,1307.64,1321.97,1307.64,16.41,16.67,16.77,15.88,94.1,94.24,94.31,93.15,2749300.0,1320.640015,0.4119331097271801,1731119949.93,1320.640015,4200500000
20110701,1339.67,1320.64,1341.01,1318.18,15.94,16.06,16.29,15.12,93.61,94.13,94.23,93.37,1474900.0,1339.670044,0.4144370719455071,2019895206.727,1339.670044,3796930000
20110705,1337.88,1339.59,1340.89,1334.3,16.18,16.32,16.5,15.89,93.84,94.02,94.17,93.7,1130500.0,1337.880005,0.4182974912164665,2204693723.48,1337.880005,3722320000
20110706,1339.22,1337.56,1340.94,1330.92,16.43,16.46,17.08,16.35,94.32,94.2,94.45,93.84,1139200.0,1339.219971,0.4295129816588348,2236776776.815,1339.219971,3564190000
20110707,1353.22,1339.62,1356.48,1339.62,16.05,15.3,16.13,15.3,94.04,93.82,94.14,93.55,1542300.0,1353.219971,0.4161983588738248,2729301387.395,1353.219971,4069530000
20110708,1343.8,1352.39,1352.39,1333.71,16.1,17.14,17.14,16.07,95.37,94.85,95.61,94.84,2613100.0,1343.800049,0.4396265002513235,2490173790.3,1343.800049,3594360000
20110711,1319.49,1343.31,1343.31,1316.42,18.84,17.44,19.06,17.16,96.8,96.04,96.8,95.76,1886800.0,1319.48999,0.4276814368390468,1737340522.96,1319.48999,3879130000
20110712,1313.64,1319.61,1327.17,1313.33,20.02,19.55,20.02,18.25,97.13,97.28,97.29,96.57,2167500.0,1313.640015,0.4283881981527858,1533836324.39,1313.640015,4227890000
20110713,1317.72,1314.45,1331.48,1314.45,20.04,19.08,20.16,18.09,97.4,96.69,97.42,96.12,3305100.0,1317.719971,0.4280203404464783,1957650368.7,1317.719971,4060080000
20110714,1308.87,1317.74,1326.88,1306.51,21.12,20.08,21.58,19.35,96.01,96.63,97.9,96.01,2346100.0,1308.869995,0.4338029213495883,1650214262.91,1308.869995,4358570000
20110715,1316.14,1308.87,1317.7,1307.52,19.82,20.25,21.68,19.8,96.17,95.28,96.19,95.25,1409800.0,1316.140015,0.4263783522656185,4176336442.145,1316.140015,4242760000
20110718,1305.44,1315.94,1315.94,1295.92,21.13,21.25,21.93,20.93,95.22,96.06,96.16,95.21,1462100.0,1305.439941,0.4162475470547778,887183380.03,1305.439941,4118160000
20110719,1326.73,1307.07,1328.14,1307.07,19.25,20.14,20.43,19.12,97.26,95.33,97.26,95.17,3209000.0,1326.72998,0.4103451726889039,1304589932.604,1326.72998,4304600000
20110720,1325.84,1328.66,1330.43,1323.65,19.18,18.81,19.65,18.61,96.07,96.72,96.84,95.87,1955800.0,1325.839966,0.4396847355716439,1549113896.345,1325.839966,3767420000
20110721,1343.8,1325.65,1347.0,1325.65,17.77,18.61,18.63,17.15,95.33,95.25,95.86,94.9,2513800.0,1343.800049,0.4223263700386265,1763114024.43,1343.800049,4837430000
20110722,1345.02,1343.8,1346.1,1336.95,17.49,17.22,17.95,17.14,96.05,95.69,96.09,95.53,1025300.0,1345.02002,0.4451733236502198,1635847483.62,1345.02002,3522830000
20110725,1337.43,1344.32,1344.32,1331.09,19.46,19.26,19.5,18.73,95.02,94.96,96.05,94.84,2427500.0,1337.430054,0.4444887261593293,1594831932.2,1337.430054,3536890000
20110726,1331.94,1337.39,1338.51,1329.59,20.04,19.75,20.5,19.56,95.68,95.32,95.87,95.25,1223900.0,1331.939941,0.4215299335028764,1541061094.85,1331.939941,4007050000
20110727,1304.89,1331.91,1331.91,1303.49,22.85,20.87,22.96,20.87,95.66,95.34,95.84,95.1,2671100.0,1304.890015,0.418012198494477,839162001.791,1304.890015,3479040000
20110728,1300.67,1316.22,1316.32,1299.16,23.74,21.35,23.99,21.33,96.02,96.11,96.31,95.71,1397500.0,1300.670044,0.4085200010115528,727984032.625,1300.670044,4951800000
20110729,1292.28,1300.12,1304.16,1282.86,25.59,25.28,25.94,23.65,97.94,96.88,98.53,96.79,3875600.0,1292.280029,0.4036083698172441,634859900.982,1292.280029,5061190000
20110801,1286.94,1292.59,1307.38,1274.73,23.33,22.63,25.63,22.46,98.58,97.42,98.93,97.36,3785700.0,1286.939941,0.4403099342693885,645133919.365,1286.939941,4967390000
20110802,1254.05,1286.56,1286.56,1254.03,24.51,24.22,24.54,22.65,101.54,99.22,101.57,98.89,4161400.0,1254.050049,0.4413161626327892,54369376.39,1254.050049,5206290000
20110803,1260.34,1254.25,1261.2,1234.56,23.3,23.58,25.23,22.76,101.76,101.57,103.42,101.36,4679100.0,1260.339966,0.431168960706926,224930307.485,1260.339966,6446940000
20110804,1200.07,1260.23,1260.23,1199.54,31.75,24.57,31.75,24.31,105.55,102.38,105.55,102.27,6782700.0,1200.069946,0.4297023145255602,660360325.525,1200.069946,4266530000
20110805,1199.38,1200.28,1218.11,1168.09,32.69,28.48,39.25,27.54,102.29,103.42,105.49,102.29,8554700.0,1199.380005,0.4213187218867013,463212353.06,1199.380005,5454590000
20110808,1119.46,1198.48,1198.48,1119.28,46.37,36.9,46.9,35.29,105.57,103.18,105.78,102.96,8122400.0,1119.459961,0.4227911030136967,802754541.06,1119.459961,2615150000
20110809,1172.53,1120.23,1172.88,1101.54,35.12,42.12,47.56,35.12,105.87,105.02,109.37,103.22,7491900.0,1172.530029,0.4195870836725282,374593397.965,1172.530029,2366660000
20110810,1120.76,1171.77,1171.77,1118.01,44.02,39.33,44.41,37.34,109.06,107.64,109.07,106.94,10849600.0,1120.76001,0.4648570493031836,759558784.65,1120.76001,5018070000
20110811,1172.64,1121.3,1186.29,1121.3,39.56,41.94,42.88,37.5,103.52,107.36,107.81,103.2,6903500.0,1172.640015,0.4278540963917878,264886917.49,1172.640015,3685050000
20110812,1178.81,1172.87,1189.04,1170.74,36.78,37.08,37.85,34.01,105.6,104.43,105.66,104.08,3116200.0,1178.810059,0.4569903812569918,309018593.5,1178.810059,5640380000
20110815,1204.49,1178.86,1204.49,1178.86,31.63,34.73,34.83,31.47,104.5,104.96,105.47,104.49,1889500.0,1204.48999,0.4646363795903064,23047118.8,1204.48999,4272850000
20110816,1192.76,1204.22,1204.22,1180.53,33.12,33.36,34.49,31.68,106.23,104.66,106.63,104.64,2548900.0,1192.76001,0.4690793280135833,225224022.635,1192.76001,5071600000
20110817,1193.88,1192.89,1208.47,1184.36,31.59,32.09,33.32,30.81,108.09,106.31,108.1,105.78,3157000.0,1193.890015,0.4822541510185895,251705740.24,1193.890015,4388340000
20110818,1140.65,1189.62,1189.62,1131.03,43.8,36.77,45.28,36.69,110.31,110.12,112.13,109.28,5736400.0,1140.650024,0.462807641684515,836496736.477,1140.650024,3234810000
20110819,1123.53,1140.47,1154.54,1122.05,44.12,45.34,45.4,39.99,111.24,110.65,111.4,110.23,3530300.0,1123.530029,0.4585928280566094,1187036923.04,1123.530029,5167560000
20110822,1123.82,1123.55,1145.49,1121.09,42.61,38.8,43.58,38.78,110.92,110.46,111.25,110.39,2606800.0,1123.819946,0.4485672283875851,361898319.395,1123.819946,5436260000
20110823,1162.35,1124.36,1162.35,1122.91,36.26,41.89,42.54,35.83,109.39,109.79,111.16,109.36,2966100.0,1162.349976,0.4615590841391805,54580971.029,1162.349976,5013170000
20110824,1177.6,1162.16,1178.56,1156.3,35.23,37.12,37.38,34.55,106.28,109.33,109.39,106.15,2297900.0,1177.599976,0.4796984021591272,205415735.89,1177.599976,5315310000
20110825,1159.27,1176.69,1190.68,1155.47,40.03,34.43,40.14,34.05,107.45,106.69,107.9,106.36,2370500.0,1159.27002,0.4887690641852494,2799983.66,1159.27002,5748420000
20110826,1176.8,1158.85,1181.23,1135.91,35.93,41.18,43.84,34.33,108.49,108.7,109.25,107.34,2442900.0,1176.800049,0.4796990078342175,137694130.06,1176.800049,5035320000
20110829,1210.08,1177.91,1210.28,1177.91,32.26,33.81,33.81,32.21,106.99,106.7,107.4,106.61,1364000.0,1210.079956,0.4810642202035492,561222253.075,1210.079956,4228070000
20110830,1212.92,1209.76,1220.1,1195.77,32.12,32.97,33.55,31.55,108.72,108.41,109.14,108.26,1736000.0,1212.920044,0.4783429271273025,635378251.37,1212.920044,4572570000
20110831,1218.89,1213.0,1230.71,1209.35,31.78,31.2,32.53,30.16,107.03,108.81,108.96,107.03,2327300.0,1218.890015,0.460570921316142,605715448.21,1218.890015,5267840000
20110901,1204.42,1219.12,1229.29,1203.85,31.8,31.91,32.38,30.76,108.97,107.49,108.98,106.08,2068500.0,1204.420044,0.4875406688122266,320553022.015,1204.420044,4780410000
20110902,1173.97,1203.9,1203.9,1170.56,33.69,34.29,34.74,32.7,112.51,111.39,112.57,110.67,3382800.0,1173.969971,0.4940899341374506,15399260.06,1173.969971,4401740000
20110906,1165.24,1173.97,1173.97,1140.13,37.09,39.84,39.86,37.08,113.68,114.4,114.93,113.4,3053700.0,1165.23999,0.503255068793401,974825.71,1165.23999,5103980000
20110907,1198.62,1165.85,1198.62,1165.85,33.49,34.24,34.7,33.4,111.51,112.27,112.37,111.31,2386700.0,1198.619995,0.4636180617110916,424298106.06,1198.619995,4441040000
20110908,1185.9,1197.98,1204.4,1183.34,34.2,34.41,34.71,32.79,112.48,112.32,112.63,111.34,2227500.0,1185.900024,0.4736423917073302,294110267.97,1185.900024,4465170000
20110909,1154.23,1185.37,1185.37,1148.37,39.47,35.53,40.74,35.53,113.76,112.54,114.18,112.22,2750500.0,1154.22998,0.5004884273045952,164918292.18,1154.22998,4586370000
20110913,1172.87,1162.59,1176.41,1157.44,37.06,38.68,39.43,36.69,112.21,113.43,113.59,112.12,1997300.0,1172.869995,0.4835543464194404,180810962.235,1172.869995,4681370000
20110914,1188.68,1173.32,1202.38,1162.73,34.49,36.59,37.76,33.4,113.18,111.98,113.35,111.83,2811200.0,1188.680054,0.4670586988449383,516499239.945,1188.680054,4986740000
20110915,1209.11,1189.44,1209.11,1189.44,32.13,33.43,33.98,31.75,111.49,111.99,112.49,111.43,1807100.0,1209.109985,0.4450660861919482,924224780.45,1209.109985,4479730000
20110916,1216.01,1209.21,1220.06,1204.46,31.19,31.81,32.48,30.43,112.24,111.32,112.58,111.25,2037200.0,1216.01001,0.4748035990564252,1627867629.87,1216.01001,5248890000
20110919,1204.09,1214.99,1214.99,1188.36,32.79,34.8,35.33,32.35,114.38,114.2,115.19,114.13,2579900.0,1204.089966,0.4715324942955152,819791724.4,1204.089966,4254190000
20110920,1202.09,1204.5,1220.39,1201.29,32.82,32.42,33.14,31.45,114.87,114.36,114.87,114.07,1435700.0,1202.089966,0.4605879968765873,864559001.335,1202.089966,4315610000
20110921,1166.76,1203.63,1206.3,1166.21,36.78,33.0,36.78,32.45,118.66,114.6,118.77,114.2,5229200.0,1166.76001,0.4487001740450145,480322758.3475,1166.76001,4728550000
20110922,1129.56,1164.55,1164.55,1114.22,41.99,41.0,43.87,39.33,123.13,121.46,123.86,121.25,4430200.0,1129.560059,0.4814290377773537,42688858.26,1129.560059,6703140000
20110923,1136.43,1128.82,1141.72,1121.36,41.45,42.17,42.82,40.42,120.83,123.12,123.36,120.83,3171700.0,1136.430054,0.4570914774261408,246153269.08,1136.430054,5639930000
20110926,1162.95,1136.91,1164.19,1131.07,39.22,40.99,43.34,39.07,118.84,120.11,120.57,118.58,2702700.0,1162.949951,0.456608486157575,415707524.78,1162.949951,4762830000
20110927,1175.38,1163.32,1195.86,1163.32,38.02,36.59,38.57,35.32,117.07,116.72,117.29,116.26,2835300.0,1175.380005,0.4491521989715028,506709646.22,1175.380005,5548130000
20110928,1151.06,1175.39,1184.71,1150.4,41.21,37.7,41.21,36.65,117.01,116.89,117.11,115.76,2975200.0,1151.060059,0.4838489862903535,303390928.735,1151.060059,4787920000
20110929,1160.4,1151.74,1175.87,1139.93,39.29,38.62,42.0,38.03,117.84,117.62,118.81,117.09,2283900.0,1160.400024,0.451186940925542,253516385.72,1160.400024,5285740000
20110930,1131.42,1159.93,1159.93,1131.34,42.64,40.93,42.79,39.88,120.8,120.0,120.91,119.0,2803300.0,1131.420044,0.4755066632010339,11640191.37,1131.420044,4416790000
20111003,1099.23,1131.21,1138.99,1098.92,44.83,44.25,45.13,41.51,123.81,121.88,123.81,121.12,3903600.0,1099.22998,0.4802980138670149,220425308.05,1099.22998,5670340000
20111004,1123.95,1097.42,1125.12,1074.77,40.23,46.18,46.88,40.02,122.24,124.35,125.01,122.19,3883400.0,1123.949951,0.4626022261092467,85366095.48,1123.949951,3714670000
20111005,1144.04,1124.03,1146.07,1115.68,37.64,40.73,41.2,37.56,121.36,121.64,121.78,120.66,2794300.0,1144.030029,0.48463006388328,168193569.305,1144.030029,2510620000
20111006,1164.97,1144.11,1165.55,1134.95,36.17,38.24,38.74,36.17,119.12,120.66,121.0,119.12,1772200.0,1164.969971,0.4811916628986171,401723210.3,1164.969971,5098330000
20111007,1155.46,1165.03,1171.4,1150.26,36.47,35.67,37.82,35.19,118.24,117.75,119.04,116.86,2467000.0,1155.459961,0.4771110559905058,219498636.09,1155.459961,5580380000
20111010,1194.89,1158.15,1194.91,1158.15,33.51,35.45,35.45,33.51,116.57,116.75,116.88,115.8,750700.0,1194.890015,0.4474779477369577,931951102.5,1194.890015,4446800000
20111011,1195.54,1194.6,1199.24,1187.3,33.06,33.95,34.24,32.81,116.18,117.34,117.35,115.9,1578200.0,1195.540039,0.4756506113803395,1128800514.22,1195.540039,4424500000
20111012,1207.25,1196.19,1220.25,1196.19,31.01,31.57,31.93,29.79,114.49,114.67,115.11,113.49,3113500.0,1207.25,0.4718129960380196,1326485541.79,1207.25,5355360000
20111013,1203.66,1206.96,1207.46,1190.58,30.79,31.99,32.76,30.48,115.63,115.06,116.54,114.97,2833600.0,1203.660034,0.496293143220935,1378016375.56,1203.660034,4436270000
20111014,1224.58,1205.65,1224.61,1205.65,28.65,29.07,29.96,28.24,113.94,113.89,114.61,113.61,1924900.0,1224.579956,0.4569425227193434,1783365970.815,1224.579956,4116690000
20111017,1200.86,1224.47,1224.47,1198.55,33.32,30.35,33.33,30.12,115.92,114.34,115.96,114.22,1976500.0,1200.859985,0.4915248075684542,1329837843.145,1200.859985,4300700000
20111018,1225.38,1200.75,1233.1,1191.48,31.64,33.37,34.71,29.69,115.19,116.15,116.81,114.3,3057700.0,1225.380005,0.4605491483513751,1784730871.87,1225.380005,4840170000
20111019,1209.88,1223.46,1229.64,1206.31,34.77,32.92,35.47,31.91,115.15,114.58,115.73,114.16,1600600.0,1209.880005,0.4710405349021522,1070550490.37,1209.880005,4846390000
20111020,1215.39,1209.92,1219.53,1197.34,34.59,34.44,36.87,34.16,114.34,114.46,115.65,114.07,1540900.0,1215.390015,0.4802431548866873,1012832467.62,1215.390015,4870290000
20111021,1238.25,1215.39,1239.03,1215.39,31.48,32.76,32.98,31.48,113.13,113.85,114.19,113.13,1811700.0,1238.25,0.4488620540766218,2347473742.665,1238.25,4980770000
20111024,1254.19,1238.72,1256.55,1238.72,29.21,31.67,31.7,29.11,113.32,113.93,114.06,113.05,1307200.0,1254.189941,0.4284100509649748,1158879374.01,1254.189941,4309380000
20111025,1229.05,1254.19,1254.19,1226.79,32.06,30.68,32.16,30.32,116.2,113.38,116.35,113.37,1990300.0,1229.050049,0.4463826800486467,799720648.24,1229.050049,4473970000
20111026,1242.0,1229.17,1246.28,1221.06,30.02,30.44,33.3,29.63,114.16,115.4,116.2,114.08,3011900.0,1242.0,0.42391453974749,1009327344.9,1242.0,4873530000
20111027,1284.59,1243.97,1292.66,1243.97,25.74,24.72,26.46,24.7,110.24,112.58,112.85,109.82,3870400.0,1284.589966,0.3970642677453483,1688101729.155,1284.589966,6367610000
20111028,1285.08,1284.39,1287.08,1277.01,24.49,26.02,26.02,24.49,111.46,110.9,111.96,110.76,2098100.0,1285.089966,0.432942020004301,1581690425.99,1285.089966,4536690000
20111031,1253.3,1284.96,1284.96,1253.16,29.47,27.09,29.47,27.01,115.88,113.6,115.88,113.46,2779800.0,1253.300049,0.4450370154945903,1171656476.7225,1253.300049,4310210000
20111101,1218.28,1251.0,1251.0,1215.42,35.84,36.03,37.53,33.87,119.49,118.72,119.49,117.18,5062000.0,1218.280029,0.4548479820864088,562856339.765,1218.280029,5645540000
20111102,1237.9,1219.62,1242.48,1219.62,33.37,33.53,34.27,32.55,117.96,116.64,118.36,116.42,2480600.0,1237.900024,0.4505344269443735,851141787.75,1237.900024,4110530000
20111103,1261.15,1238.25,1263.21,1234.81,30.35,31.38,34.65,30.21,116.34,116.28,117.35,115.99,1717300.0,1261.150024,0.443652249900213,1438676101.57,1261.150024,4849140000
20111104,1253.23,1260.82,1260.82,1238.92,30.64,31.46,32.56,30.18,116.48,115.73,117.04,115.53,1939800.0,1253.22998,0.4684667393391662,1145431786.04,1253.22998,3830650000
20111107,1261.12,1253.21,1261.7,1240.75,29.95,31.4,32.15,29.88,117.22,116.63,118.35,116.32,2128500.0,1261.119995,0.4453318929175193,1329564467.925,1261.119995,3429740000
20111108,1275.92,1261.12,1277.55,1254.99,27.63,29.34,30.49,27.6,115.72,116.76,117.54,115.51,1681900.0,1275.920044,0.4264266664108751,1807110771.76,1275.920044,3908490000
20111109,1229.1,1275.18,1275.18,1226.64,36.31,31.32,36.43,30.98,118.14,118.25,119.13,117.08,3002300.0,1229.099976,0.4829964082744825,615504956.04,1229.099976,4659740000
20111110,1239.7,1229.59,1246.22,1227.7,32.81,33.09,35.5,32.12,116.36,116.78,117.61,115.21,2799200.0,1239.699951,0.4223535402454281,665815678.86,1239.699951,4002760000
20111111,1263.85,1240.12,1266.98,1240.12,30.01,29.91,30.42,29.45,115.65,115.82,116.15,115.51,627300.0,1263.849976,0.4230776236579005,1253845090.32,1263.849976,3370180000
20111114,1251.78,1263.85,1263.85,1246.68,31.66,31.42,32.85,31.28,117.51,116.39,117.59,116.22,1550400.0,1251.780029,0.4532772413795639,1051690215.8,1251.780029,3219680000
20111115,1257.81,1251.7,1264.25,1244.34,31.09,31.74,32.55,30.4,117.35,117.73,118.43,116.72,1427800.0,1257.810059,0.4362277329979838,1337630467.61,1257.810059,3599300000
20111116,1236.91,1257.81,1259.61,1235.67,33.3,32.66,33.3,30.54,118.42,117.96,118.43,117.19,1337100.0,1236.910034,0.4616079807469957,745624770.7,1236.910034,4085010000
20111117,1216.13,1236.56,1237.73,1209.43,34.78,33.15,36.46,32.89,119.37,118.08,120.15,118.05,1859100.0,1216.130005,0.469086863125468,164520103.46,1216.130005,4596450000
20111118,1215.65,1216.19,1223.51,1211.36,32.05,33.16,33.99,31.92,119.36,119.17,119.53,118.34,1397200.0,1215.650024,0.4557490123180878,948429186.88,1215.650024,3827610000
20111121,1192.98,1215.62,1215.62,1183.16,32.78,34.59,35.29,32.53,120.05,120.39,120.73,119.91,1541800.0,1192.97998,0.450129026459088,70720556.43,1192.97998,4050070000
20111122,1188.04,1192.98,1196.81,1181.65,31.74,33.12,33.39,31.28,121.37,120.35,121.4,119.85,1519100.0,1188.040039,0.4676194838743497,156201703.19,1188.040039,3911710000
20111123,1161.79,1187.48,1187.48,1161.79,33.85,32.91,33.88,32.68,122.58,121.18,123.05,121.03,2136000.0,1161.790039,0.465278887891787,252170842.505,1161.790039,3798940000
20111125,1158.67,1161.41,1172.66,1158.66,34.18,34.61,34.77,33.12,120.79,121.82,121.87,120.74,860000.0,1158.670044,0.4708702686635397,206203569.726,1158.670044,1664200000
20111128,1192.55,1158.67,1197.35,1158.67,31.84,31.93,33.11,29.47,120.74,118.62,121.15,118.59,1425000.0,1192.550049,0.4606120396248956,250687378.93,1192.550049,3920750000
20111129,1195.19,1192.56,1203.67,1191.8,30.8,31.76,32.02,30.56,119.76,120.05,120.92,119.08,1686300.0,1195.189941,0.4496025433600593,260318977.45,1195.189941,3992650000
