DATE,CLOSESPX,OPENSPX,HIGHSPX,LOWSPX,CLOSEVIX,OPENVIX,HIGHVIX,LOWVIX,CLOSETLT,OPENTLT,HIGHTLT,LOWTLT,VOLTLT,PRICE,DIX,GEX,ADJCLOSESPX,VOLUMESPX
20140326,1852.56,1867.09,1875.92,1852.56,14.93,13.64,15.28,13.46,109.44,108.55,109.47,108.49,1310100.0,1852.560059,0.3886214499808676,1754256006.6518,1852.560059,3480850000
20140327,1849.04,1852.11,1855.55,1842.11,14.62,15.0,15.63,14.49,109.99,109.61,110.39,109.43,1955500.0,1849.040039,0.3865468511708135,1526244129.1824,1849.040039,3733430000
20140328,1857.62,1850.07,1866.63,1850.07,14.41,14.15,14.86,13.73,109.37,109.86,109.89,109.02,973500.0,1857.619995,0.3991397117826326,1962187746.33,1857.619995,2955520000
20140331,1872.34,1859.16,1875.18,1859.16,13.88,13.88,14.16,13.57,109.1,108.74,111.07,108.34,1651200.0,1872.339966,0.4033323311048329,2328624776.46,1872.339966,3274300000
20140401,1885.52,1873.96,1885.84,1873.96,13.1,13.43,13.56,13.06,107.89,108.26,108.36,107.84,1434600.0,1885.52002,0.3775607430552516,3081006169.425,1885.52002,3336190000
20140402,1890.9,1886.61,1893.17,1883.79,13.09,13.17,13.35,12.92,107.27,107.36,107.54,107.17,1261900.0,1890.900024,0.3937007034276818,3401790300.74,1890.900024,3131660000
20140403,1888.77,1891.43,1893.8,1882.65,13.37,13.02,13.7,13.02,107.74,107.49,107.93,107.44,717200.0,1888.77002,0.3982678336713774,2940714471.83,1888.77002,3055600000
20140404,1865.09,1890.25,1897.28,1863.26,13.96,12.88,14.55,12.6,108.46,107.88,108.69,107.85,1681300.0,1865.089966,0.3931440989170227,2013603939.5171,1865.089966,3583750000
20140407,1845.04,1863.92,1864.04,1841.48,15.57,14.96,16.01,14.57,109.11,108.62,109.29,108.6,1242000.0,1845.040039,0.3771369257279012,1358003837.8919,1845.040039,3801540000
20140408,1851.96,1845.48,1854.95,1837.49,14.89,15.59,16.2,14.81,109.37,109.0,109.47,108.72,773100.0,1851.959961,0.3689407720857319,1661234774.6616,1851.959961,3721450000
20140409,1872.18,1852.64,1872.43,1852.38,13.82,14.58,14.94,13.7,108.83,108.88,109.35,108.65,1129500.0,1872.180054,0.3782472642020679,2738803475.204,1872.180054,3308650000
20140410,1833.08,1872.28,1872.53,1830.87,15.89,13.98,16.38,13.81,109.84,108.92,110.21,108.92,2065800.0,1833.079956,0.4177886097399088,966310075.66,1833.079956,3758780000
20140411,1815.69,1830.65,1835.07,1814.36,17.03,16.66,17.85,15.89,110.73,110.56,110.79,110.14,1735300.0,1815.689941,0.393054593744157,738014044.5961,1815.689941,3743460000
20140414,1830.61,1818.18,1834.19,1815.8,16.11,16.14,17.4,16.1,110.44,110.52,110.69,110.31,657600.0,1830.609985,0.4034375083214481,1404560180.965,1830.609985,3111540000
20140415,1842.98,1831.45,1844.02,1816.29,15.61,16.14,17.5,15.47,111.13,110.61,111.5,110.36,1302700.0,1842.97998,0.4088544580370299,1783456308.4704,1842.97998,3736440000
20140416,1862.31,1846.01,1862.31,1846.01,14.18,14.89,15.27,14.05,111.27,110.47,111.27,110.39,795000.0,1862.310059,0.4063959354737288,2885115088.2,1862.310059,3155080000
20140417,1864.85,1861.73,1869.63,1856.72,13.36,14.09,14.17,13.07,110.05,111.37,111.45,109.71,1501500.0,1864.849976,0.4316514049507264,2718418736.76,1864.849976,3341430000
20140421,1871.89,1865.79,1871.89,1863.18,13.25,14.1,14.11,13.17,109.96,110.4,110.61,109.85,1018100.0,1871.890015,0.4039857745003379,2134024744.9,1871.890015,2642500000
20140422,1879.55,1872.57,1884.89,1872.57,13.19,13.13,13.26,12.9,110.33,109.66,110.48,109.62,920400.0,1879.550049,0.400955709480897,2434899809.4693,1879.550049,3215440000
20140423,1875.39,1879.32,1879.75,1873.91,13.27,13.35,13.75,13.27,110.96,110.58,111.05,110.53,1016600.0,1875.390015,0.4031793078688325,2167335121.73,1875.390015,3085720000
20140424,1878.61,1881.97,1884.06,1870.24,13.32,13.36,14.08,13.09,111.17,110.45,111.21,110.45,1103400.0,1878.609985,0.371125052913942,2970942878.291,1878.609985,3191830000
20140425,1863.4,1877.72,1877.72,1859.7,14.06,13.93,14.67,13.91,111.33,111.49,111.98,111.33,1200800.0,1863.400024,0.4056022224095449,2206306342.305,1863.400024,3213020000
20140428,1869.43,1865.0,1877.01,1850.61,13.97,14.27,15.28,13.82,110.79,111.11,111.28,110.55,1277500.0,1869.430054,0.3810538455570765,2436056150.41,1869.430054,4034680000
20140429,1878.33,1870.78,1880.6,1870.78,13.71,13.88,14.24,13.61,110.64,110.2,110.72,110.04,839400.0,1878.329956,0.3729786439583967,2989975293.325,1878.329956,3647820000
20140430,1883.95,1877.1,1885.2,1872.69,13.41,14.05,14.18,13.34,111.1,110.74,111.26,110.39,1251700.0,1883.949951,0.4032515725817523,3144184951.195,1883.949951,3779230000
20140501,1883.68,1884.39,1888.59,1878.04,13.25,13.64,13.75,13.1,112.02,110.88,112.07,110.84,2162200.0,1883.680054,0.4152916555851767,3088152773.473,1883.680054,3416740000
20140502,1881.14,1885.3,1891.33,1878.5,12.91,13.15,13.5,12.83,112.71,111.54,113.1,111.3,2565500.0,1881.140015,0.4266348588365453,2847159601.93,1881.140015,3159560000
20140505,1884.66,1879.45,1885.51,1866.77,13.29,13.95,14.2,13.08,112.03,112.77,112.81,111.89,1482800.0,1884.660034,0.3967839021066516,3072580209.815,1884.660034,2733730000
20140506,1867.72,1883.69,1883.69,1867.72,13.8,13.65,13.9,13.28,112.48,112.15,112.7,112.04,964000.0,1867.719971,0.4104732138293248,2521106237.865,1867.719971,3327260000
20140507,1878.21,1868.53,1878.83,1859.79,13.4,13.64,14.49,13.39,112.08,112.33,112.57,111.94,1384800.0,1878.209961,0.4043800296509505,2673682623.415,1878.209961,3632950000
20140508,1875.63,1877.39,1889.07,1870.05,13.43,13.69,13.88,12.92,111.6,112.34,112.76,111.46,1884900.0,1875.630005,0.4125644074157465,2120705835.645,1875.630005,3393420000
20140509,1878.48,1875.27,1878.57,1867.02,12.92,13.55,14.03,12.87,111.24,111.58,111.81,110.99,943600.0,1878.47998,0.3924976125518525,2356036961.1025,1878.47998,3025020000
20140512,1896.65,1880.03,1897.13,1880.03,12.23,12.46,12.58,11.88,110.79,111.01,111.13,110.55,914200.0,1896.650024,0.3884276914518361,3355844368.71,1896.650024,3005740000
20140513,1897.45,1896.75,1902.17,1896.06,12.13,12.36,12.74,12.05,111.75,111.44,111.75,111.33,896000.0,1897.449951,0.3849584123245037,3519069239.65,1897.449951,2915680000
20140514,1888.53,1897.13,1897.13,1885.77,12.17,12.42,12.51,12.03,112.96,112.62,113.23,112.58,1575200.0,1888.530029,0.4098278151695822,3058536324.7012,1888.530029,2822060000
20140515,1870.85,1888.16,1888.16,1862.36,13.17,12.73,13.77,12.72,113.86,113.73,114.41,113.61,2042600.0,1870.849976,0.4232503830182887,1779766612.441,1870.849976,3552640000
20140516,1877.86,1871.19,1878.28,1864.82,12.44,13.31,13.66,12.26,113.54,113.61,114.01,113.42,881000.0,1877.859985,0.4005662470262716,4126954414.2249,1877.859985,3173650000
20140519,1885.08,1876.66,1886.0,1872.42,12.42,13.17,13.21,12.28,112.7,113.95,113.96,112.62,1343600.0,1885.079956,0.3985864984853317,2509029956.3369,1885.079956,2664250000
20140520,1872.83,1884.88,1884.88,1868.14,12.96,12.69,13.3,12.32,112.95,112.59,113.47,112.59,1131100.0,1872.829956,0.433377272149618,2214227300.4375,1872.829956,3007700000
20140521,1888.03,1873.34,1888.8,1873.34,11.91,12.38,12.46,11.8,112.26,112.22,112.4,111.87,1544400.0,1888.030029,0.4020557293693428,3085200322.87,1888.030029,2777140000
20140522,1892.49,1888.19,1896.33,1885.39,12.03,11.93,12.09,11.68,112.1,112.26,112.39,111.79,1095900.0,1892.48999,0.4026731661825198,3401683874.394,1892.48999,2759800000
20140523,1900.53,1893.32,1901.26,1893.32,11.36,11.96,11.97,11.36,112.7,112.51,112.91,112.46,679600.0,1900.530029,0.4045283953095824,3038194133.38,1900.530029,2396280000
20140527,1911.91,1902.01,1912.28,1902.01,11.51,11.69,11.84,11.5,113.36,112.87,113.39,112.4,1146100.0,1911.910034,0.380749799315467,3596693816.2,1911.910034,2911020000
20140528,1909.78,1911.77,1914.46,1907.3,11.68,11.6,11.86,11.5,114.76,114.1,114.84,114.1,2322100.0,1909.780029,0.3870016851021255,3590867016.915,1909.780029,2976450000
20140529,1920.03,1910.6,1920.03,1909.82,11.57,11.58,11.82,11.41,114.15,114.87,115.19,114.14,2243400.0,1920.030029,0.3892012248220846,4307144099.715,1920.030029,2709050000
20140530,1923.57,1920.33,1924.03,1916.64,11.4,11.66,11.7,11.32,114.1,113.95,114.39,113.81,1398000.0,1923.569946,0.4058811464244907,3519139554.01,1923.569946,3263490000
20140602,1924.97,1923.87,1925.88,1915.98,11.58,11.69,12.17,11.29,112.96,113.04,113.68,112.55,2653000.0,1924.969971,0.4036479981203398,3562538753.14,1924.969971,2509020000
20140603,1924.24,1923.07,1925.07,1918.79,11.87,12.03,12.13,11.72,111.57,112.42,112.53,111.51,2527400.0,1924.23999,0.4095817998538594,3882468328.26,1924.23999,2867180000
20140604,1927.88,1923.06,1928.63,1918.6,12.08,12.15,12.33,11.91,111.54,111.75,111.81,111.28,1177000.0,1927.880005,0.3934597482060382,4135815008.8,1927.880005,2793920000
20140605,1940.46,1928.52,1941.74,1922.93,11.68,12.09,12.34,11.44,111.59,111.13,111.96,111.03,1265000.0,1940.459961,0.3839831930445775,4783512496.881,1940.459961,3113270000
20140606,1949.44,1942.41,1949.44,1942.41,10.73,11.32,11.39,10.73,111.59,112.17,112.4,111.5,1694600.0,1949.439941,0.3920227090917464,4145896016.32,1949.439941,2864300000
20140609,1951.27,1948.97,1955.55,1947.16,11.15,11.23,11.51,10.99,111.43,111.45,111.64,111.21,1120100.0,1951.27002,0.3982943657755097,3217646460.665,1951.27002,2812180000
20140610,1950.79,1950.34,1950.79,1944.64,10.99,11.3,11.66,10.93,111.02,111.04,111.27,110.84,1304000.0,1950.790039,0.3862554113023933,4447691188.175,1950.790039,2702360000
20140611,1943.89,1949.37,1949.37,1940.08,11.6,11.42,11.87,11.19,111.22,111.23,111.53,110.85,1119600.0,1943.890015,0.4116423365586811,4165400666.272,1943.890015,2710620000
20140612,1930.11,1943.35,1943.35,1925.78,12.56,11.81,12.81,11.71,112.21,111.28,112.35,111.01,2194100.0,1930.109985,0.3998920655268941,3188676525.4008,1930.109985,3040480000
20140613,1936.16,1930.8,1937.3,1927.69,12.18,12.45,12.69,11.89,112.15,111.56,112.62,111.53,1245900.0,1936.160034,0.3999094204918282,3378408132.03,1936.160034,2598230000
20140616,1937.78,1934.84,1941.15,1930.91,12.65,12.65,12.87,12.28,112.43,112.26,112.63,112.1,1053800.0,1937.780029,0.4046463119769432,3583834369.79,1937.780029,2926130000
20140617,1941.99,1937.15,1943.69,1933.55,12.06,12.81,12.89,12.06,111.54,112.06,112.07,111.48,1471700.0,1941.98999,0.4007728701312401,3760613244.83,1941.98999,2971260000
20140618,1956.98,1942.73,1957.74,1939.29,10.61,11.8,11.91,10.57,112.4,111.8,112.76,111.56,2842100.0,1956.97998,0.3894904626225223,4739382562.03,1956.97998,3065220000
20140619,1959.48,1957.5,1959.87,1952.26,10.62,10.53,10.82,10.42,110.96,112.52,112.56,110.75,3473800.0,1959.47998,0.4051976587045479,4767112307.6145,1959.47998,2952150000
20140620,1962.87,1960.45,1963.91,1959.17,10.85,10.4,11.02,10.34,111.8,110.97,111.8,110.9,1416600.0,1962.869995,0.3939010624114465,5533296861.18,1962.869995,4336240000
20140623,1962.61,1962.92,1963.74,1958.89,10.98,11.26,11.35,10.92,111.45,112.12,112.18,111.41,1137700.0,1962.609985,0.3929193767816583,3223648288.54,1962.609985,2717630000
20140624,1949.98,1961.97,1968.17,1948.34,12.13,11.02,12.27,10.87,112.58,112.15,112.65,111.82,2081700.0,1949.97998,0.3848782696275351,2829883828.25,1949.97998,3089700000
20140625,1959.53,1949.27,1960.83,1947.49,11.59,12.31,12.33,11.37,112.87,113.1,113.36,112.7,1225100.0,1959.530029,0.3745412483938269,3319053377.865,1959.530029,3106710000
20140626,1957.22,1959.89,1959.89,1944.69,11.63,11.51,12.51,11.5,113.41,113.21,113.8,113.21,1257600.0,1957.219971,0.3949928566512241,3282324698.465,1957.219971,2778840000
20140627,1960.96,1956.56,1961.47,1952.18,11.26,11.72,12.04,11.19,113.24,113.67,113.82,113.18,1348400.0,1960.959961,0.3939353904888282,3171554110.436,1960.959961,4290590000
20140630,1960.23,1960.79,1964.24,1958.22,11.57,11.75,11.81,11.3,113.52,113.56,113.8,113.09,1089000.0,1960.22998,0.3893911612738489,3221027742.38,1960.22998,3037350000
20140701,1973.32,1962.29,1978.58,1962.29,11.15,11.28,11.42,10.92,112.28,112.5,112.73,112.2,1615300.0,1973.319946,0.3826985076312286,4120990241.9522,1973.319946,3188240000
20140702,1974.62,1973.06,1976.67,1972.58,10.82,11.18,11.18,10.56,111.08,111.67,111.67,110.97,1756100.0,1974.619995,0.3720631686058891,4126088536.2825,1974.619995,2851480000
20140703,1985.44,1975.88,1985.59,1975.88,10.32,10.47,10.76,10.28,110.68,110.38,110.84,110.34,1025200.0,1985.439941,0.3641434204708079,4012944457.025,1985.439941,1998090000
20140707,1977.65,1984.22,1984.22,1974.88,11.33,11.15,11.54,11.01,111.49,111.23,111.8,111.23,1122200.0,1977.650024,0.3879488771896588,3989788224.851,1977.650024,2681260000
20140708,1963.71,1976.39,1976.39,1959.46,11.98,11.72,12.51,11.72,112.74,112.24,112.85,112.24,1041800.0,1963.709961,0.37452965598877,3143932635.419,1963.709961,3302430000
20140709,1972.83,1965.1,1974.15,1965.1,11.65,11.74,12.05,11.5,112.83,112.66,113.14,112.38,1361200.0,1972.829956,0.3771063972580676,3744053861.195,1972.829956,2858800000
20140710,1964.68,1966.67,1969.84,1952.86,12.59,13.22,13.23,12.05,112.86,113.58,113.66,112.83,1608300.0,1964.680054,0.3798314798123016,3101645010.41,1964.680054,3165690000
20140711,1967.57,1965.76,1968.67,1959.63,12.08,12.5,12.68,12.07,113.58,113.32,113.67,113.29,756400.0,1967.569946,0.3926095465197016,3425979403.69,1967.569946,2684630000
20140714,1977.1,1969.86,1979.85,1969.86,11.82,11.6,11.83,11.4,113.09,113.32,113.4,112.94,745200.0,1977.099976,0.3788220471298669,4098124772.0734,1977.099976,2744920000
20140715,1973.28,1977.36,1982.52,1965.34,11.96,11.53,12.47,11.46,112.86,112.82,113.46,112.51,1584600.0,1973.280029,0.3896641842193324,3902459928.38,1973.280029,3328740000
20140716,1981.57,1976.35,1983.94,1975.67,11.0,10.81,11.45,10.59,113.46,113.0,113.58,112.94,810900.0,1981.569946,0.3849825318877416,4148235184.66,1981.569946,3390950000
20140717,1958.12,1979.75,1981.8,1955.59,14.54,11.35,15.38,10.85,114.89,114.23,115.05,113.94,2220700.0,1958.119995,0.4017981254557755,2670179546.4943,1958.119995,3381680000
20140718,1978.22,1961.54,1979.91,1960.82,12.06,13.34,13.55,12.04,114.52,114.92,114.96,114.12,1245500.0,1978.219971,0.4089565155681023,5251430846.1767,1978.219971,3106060000
20140721,1973.63,1976.93,1976.93,1965.77,12.81,12.85,13.62,12.46,115.09,115.01,115.62,115.01,1136400.0,1973.630005,0.3952952377385223,2606010804.6425,1973.630005,2611160000
20140722,1983.53,1975.65,1986.24,1975.65,12.24,11.97,12.24,11.69,115.33,115.14,115.45,114.66,875200.0,1983.530029,0.3754037932233298,3105643754.2229,1983.530029,2890480000
20140723,1987.01,1985.32,1989.23,1982.44,11.52,11.54,12.16,11.41,115.18,115.51,115.63,115.17,681900.0,1987.01001,0.3638700191626691,3629836833.305,1987.01001,2869720000
20140724,1987.98,1988.07,1991.39,1985.79,11.84,11.43,12.06,11.43,114.32,114.52,114.57,114.25,1334700.0,1987.97998,0.3701104847943453,3698904674.737,1987.97998,3203530000
20140725,1978.34,1984.6,1984.6,1974.37,12.69,12.03,12.75,12.03,115.67,115.34,115.68,115.16,1502500.0,1978.339966,0.3841262174631949,2814918711.925,1978.339966,2638960000
20140728,1978.91,1978.25,1981.52,1967.31,12.56,12.93,13.64,12.54,115.51,115.59,115.89,115.13,848800.0,1978.910034,0.3670508837825316,3052423508.25,1978.910034,2803320000
20140729,1969.95,1980.03,1984.85,1969.95,13.28,12.35,13.35,12.12,115.93,115.88,116.07,115.42,1201400.0,1969.949951,0.3915680911938289,2828670056.21,1969.949951,3183300000
20140730,1970.07,1973.21,1978.9,1962.42,13.33,12.63,14.07,12.53,114.32,115.17,115.37,114.18,2395100.0,1970.069946,0.3741817765484155,3084118199.822,1970.069946,3448250000
20140731,1930.67,1965.14,1965.14,1930.67,16.95,14.35,17.11,14.26,113.98,113.53,114.57,113.48,3977600.0,1930.670044,0.3895360786328083,1287492124.6371,1930.670044,4193000000
20140801,1925.15,1929.8,1937.35,1916.37,17.03,16.67,17.57,15.52,114.56,113.56,114.85,113.19,2720700.0,1925.150024,0.3779844191104137,1460931260.867,1925.150024,3789660000
20140804,1938.99,1926.62,1942.92,1921.2,15.12,16.64,16.8,14.69,114.26,114.53,114.8,114.26,978700.0,1938.98999,0.3888270206863563,1926756189.17,1938.98999,3072920000
20140805,1920.21,1936.34,1936.34,1913.77,16.87,15.54,17.14,15.1,114.63,114.09,114.8,113.69,1488600.0,1920.209961,0.420461849539396,1324114521.74,1920.209961,3462520000
20140806,1920.24,1917.29,1927.91,1911.45,16.37,17.22,17.3,15.7,114.7,115.47,115.47,114.6,1538500.0,1920.23999,0.3971295726141455,1432870393.477,1920.23999,3539150000
20140807,1909.57,1923.03,1928.89,1904.78,16.66,15.5,17.25,15.44,115.77,114.84,115.77,114.57,1763200.0,1909.569946,0.4169412137878672,1036756007.105,1909.569946,3230520000
20140808,1931.59,1910.35,1932.38,1909.01,15.77,16.43,17.09,15.53,115.52,115.96,116.42,115.38,1944500.0,1931.589966,0.3894547464168023,1795655354.03,1931.589966,2902280000
20140811,1936.92,1933.43,1944.9,1933.43,14.23,15.16,15.16,13.72,115.51,115.65,115.82,115.29,1216300.0,1936.920044,0.4340529543067713,2205005857.06,1936.920044,2784890000
20140812,1933.75,1935.73,1939.65,1928.29,14.13,14.42,14.74,13.76,114.76,115.41,115.44,114.73,1522000.0,1933.75,0.4196735026777695,1985433895.98,1933.75,2611700000
20140813,1946.72,1935.6,1948.41,1935.6,12.9,13.57,13.93,12.84,115.51,114.87,115.52,114.78,1505600.0,1946.719971,0.397595580217673,2869218347.8418,1946.719971,2718020000
20140814,1955.18,1947.41,1955.23,1947.41,12.42,13.05,13.13,12.42,116.44,115.93,116.5,115.39,2142300.0,1955.180054,0.3912603886034003,3221811087.95,1955.180054,2609460000
20140815,1955.06,1958.87,1964.04,1941.5,13.15,11.91,14.94,11.89,117.71,116.75,118.35,116.71,3517200.0,1955.060059,0.4333090346743702,3387723209.05,1955.060059,3023380000
20140818,1971.74,1958.36,1971.99,1958.36,12.32,12.85,12.85,12.26,116.54,117.21,117.3,116.39,1783200.0,1971.73999,0.3741251768790609,2890126431.155,1971.73999,2638160000
20140819,1981.6,1972.73,1982.57,1972.73,12.21,12.14,12.46,11.91,116.18,117.08,117.14,115.99,1140900.0,1981.599976,0.3677133240669164,3364523180.485,1981.599976,2656430000
20140820,1986.51,1980.46,1988.57,1977.68,11.78,12.23,12.24,11.6,115.99,116.04,116.11,115.58,1368800.0,1986.51001,0.3869489855714362,3582391012.938,1986.51001,2579560000
20140821,1992.37,1986.82,1994.76,1986.82,11.76,11.93,13.51,11.52,116.64,116.07,116.76,116.02,1291800.0,1992.369995,0.3919124193903368,3800806026.0,1992.369995,2638920000
20140822,1988.4,1992.6,1993.54,1984.76,11.47,11.88,12.48,11.47,117.29,116.74,117.43,116.21,2108800.0,1988.400024,0.4025600926412689,3274601002.355,1988.400024,2301860000
20140825,1997.92,1991.74,2001.95,1991.74,11.7,11.58,11.77,11.24,117.73,117.47,117.78,117.21,1136100.0,1997.920044,0.3780638295782676,3686238657.65,1997.920044,2233880000
20140826,2000.02,1998.59,2005.04,1998.59,11.63,11.33,11.93,11.33,117.35,117.94,117.99,117.21,950100.0,2000.02002,0.3622798517201664,3794250967.6826,2000.02002,2451950000
20140827,2000.12,2000.54,2002.14,1996.2,11.78,11.69,11.93,11.54,118.35,117.7,118.41,117.4,1400000.0,2000.119995,0.3828645910847429,3691243014.178,2000.119995,2344350000
20140828,1996.74,1997.42,1998.55,1990.52,12.05,12.38,12.73,12.05,118.97,119.17,119.36,118.68,1813600.0,1996.73999,0.3696781702601934,3287387735.025,1996.73999,2282400000
20140829,2003.37,1998.45,2003.38,1994.65,11.98,11.86,12.44,11.78,119.05,118.92,119.43,118.75,1696700.0,2003.369995,0.3830828118204303,3569236748.83,2003.369995,2259130000
20140902,2002.28,2004.07,2006.12,1994.85,12.25,12.32,13.41,12.23,116.73,117.28,117.37,116.71,2125600.0,2002.280029,0.3948919895108029,3642237656.585,2002.280029,2819980000
20140903,2000.72,2003.57,2009.28,1998.14,12.36,12.03,12.55,11.91,117.38,116.4,117.38,116.31,1374000.0,2000.719971,0.3740522435355965,3149865491.925,2000.719971,2809980000
20140904,1997.65,2001.67,2011.17,1992.54,12.64,12.4,12.99,11.7,115.95,116.62,116.88,115.93,2217100.0,1997.650024,0.4035401335926376,2940758523.29,1997.650024,3072410000
20140905,2007.71,1998.0,2007.71,1990.1,12.09,12.37,13.18,11.96,115.73,116.44,116.6,115.45,1681300.0,2007.709961,0.3778573894749565,3433546164.495,2007.709961,2818300000
20140908,2001.54,2007.17,2007.17,1995.6,12.66,12.64,13.09,12.4,115.78,116.44,116.63,115.45,1775600.0,2001.540039,0.4079699101668054,3213963363.84,2001.540039,2789090000
20140909,1988.44,2000.73,2001.01,1984.61,13.5,12.7,13.91,12.7,115.69,115.46,115.89,115.45,765400.0,1988.439941,0.3905974359323729,2457727705.165,1988.439941,2882830000
20140910,1995.69,1988.41,1996.66,1982.99,12.88,13.36,14.06,12.86,114.96,114.97,115.11,114.79,1827800.0,1995.689941,0.3760006036236961,3169051486.265,1995.689941,2912430000
20140911,1997.45,1992.85,1997.65,1985.93,12.8,13.53,13.67,12.66,114.58,115.26,115.54,114.57,2095600.0,1997.449951,0.3980718087317773,3292732696.68,1997.449951,2941690000
20140912,1985.54,1996.74,1996.74,1980.26,13.31,12.85,14.27,12.85,113.38,113.69,113.92,113.22,2392400.0,1985.540039,0.4177052277406638,2626978851.34,1985.540039,3206570000
20140915,1984.13,1986.04,1987.18,1978.48,14.12,13.54,14.19,13.54,113.55,113.85,114.06,113.38,1143800.0,1984.130005,0.3898244740456025,2452802609.57,1984.130005,2776530000
20140916,1998.98,1981.93,2002.28,1979.06,12.73,14.48,14.53,12.72,113.09,113.6,113.86,113.08,2030800.0,1998.97998,0.374041516869653,3233415804.025,1998.97998,3160310000
20140917,2001.57,1999.3,2010.74,1993.29,12.65,13.06,14.53,11.73,112.8,113.54,113.82,112.74,2924500.0,2001.569946,0.416405677543038,3581607331.725,2001.569946,3209420000
20140918,2011.36,2003.07,2012.34,2003.07,12.03,12.55,12.58,11.98,113.16,113.18,113.48,112.85,1500800.0,2011.359985,0.4109963736261442,4360835084.72,2011.359985,3235340000
20140919,2010.4,2012.74,2019.26,2006.59,12.11,11.73,12.61,11.52,114.6,113.58,114.68,113.2,2915000.0,2010.400024,0.4041610541903992,2897473748.31,2010.400024,4880220000
20140922,1994.29,2009.08,2009.08,1991.01,13.69,13.14,13.98,13.13,114.74,114.66,115.04,114.46,1558100.0,1994.290039,0.3716389365218622,2447234600.8,1994.290039,3349670000
20140923,1982.77,1992.78,1995.41,1982.77,14.93,14.82,14.94,13.83,115.45,114.91,115.46,114.78,1208900.0,1982.77002,0.3815791278111919,2240403437.585,1982.77002,3279350000
20140924,1998.3,1983.34,1999.79,1978.63,13.27,14.62,14.93,13.24,114.81,115.29,115.55,114.64,1022600.0,1998.300049,0.3853987329594214,2883115197.15,1998.300049,3313850000
20140925,1965.99,1997.32,1997.32,1965.99,15.64,14.11,16.69,14.03,116.17,115.31,116.18,115.31,1681100.0,1965.98999,0.409672014068235,1037470765.415,1965.98999,3273050000
20140926,1982.85,1966.22,1986.37,1966.22,14.85,15.77,15.98,14.31,116.0,116.03,116.28,115.62,1403600.0,1982.849976,0.3778088328846686,2353323446.96,1982.849976,2929440000
20140929,1977.8,1978.96,1981.28,1964.04,15.98,16.96,17.08,15.45,116.93,117.04,117.16,116.67,1235000.0,1977.800049,0.4035179892266285,2177290316.925,1977.800049,3094440000
20140930,1972.29,1978.21,1985.17,1968.96,16.31,15.49,16.43,15.18,116.27,116.66,117.04,116.13,1502100.0,1972.290039,0.4016885794866386,2171786418.615,1972.290039,3951100000
20141001,1946.16,1971.44,1971.44,1941.72,16.71,16.44,17.56,16.08,118.23,116.89,118.26,116.83,2847800.0,1946.160034,0.41298296495247,935643414.965,1946.160034,4188590000
20141002,1946.17,1945.83,1952.32,1926.03,16.16,16.7,17.98,15.9,117.2,117.83,118.2,117.14,1472800.0,1946.170044,0.3857850487163156,1247707553.285,1946.170044,4012510000
20141003,1967.9,1948.12,1971.19,1948.12,14.55,15.16,15.43,14.44,117.7,117.0,117.77,116.82,1724800.0,1967.900024,0.3976583489652193,2147173744.79,1967.900024,3560970000
20141006,1964.82,1970.01,1977.84,1958.43,15.46,14.46,15.77,14.05,117.77,117.62,118.19,117.36,885000.0,1964.819946,0.4074059652289589,2112066893.69,1964.819946,3358220000
20141007,1935.1,1962.36,1962.36,1935.08,17.2,16.18,17.46,15.97,119.36,118.32,119.42,118.18,1755900.0,1935.099976,0.4251354225576988,895363280.235,1935.099976,3687870000
20141008,1968.89,1935.55,1970.36,1925.25,15.11,17.35,18.03,14.97,119.39,119.45,119.51,118.52,1861100.0,1968.890015,0.3947820200638656,2511736121.93,1968.890015,4441890000
20141009,1928.21,1967.68,1967.68,1927.56,18.76,15.64,19.38,15.34,118.87,119.3,119.66,118.79,1691000.0,1928.209961,0.4107981020637967,953074338.05,1928.209961,4344020000
20141010,1906.13,1925.63,1936.98,1906.13,21.24,19.11,22.06,18.14,120.05,119.52,120.08,119.32,1505200.0,1906.130005,0.3818680782897351,620254341.68,1906.130005,4550540000
20141013,1874.74,1905.65,1912.09,1874.14,24.64,21.16,24.64,20.52,120.78,120.16,121.17,120.05,1526100.0,1874.73999,0.4017377439715182,54273750.21,1874.73999,4352580000
20141014,1877.7,1877.11,1898.71,1871.79,22.79,23.77,24.55,21.48,121.57,121.31,121.77,120.68,2045000.0,1877.699951,0.3968977644132058,37270045.81,1877.699951,4812010000
20141015,1862.49,1874.18,1874.18,1820.66,26.25,26.36,31.06,24.64,122.53,124.52,127.65,121.84,10398500.0,1862.48999,0.3649208978857221,354603773.79,1862.48999,6090800000
20141016,1862.76,1855.95,1876.01,1835.02,25.2,29.26,29.41,24.61,121.75,124.13,124.13,121.44,3975200.0,1862.76001,0.3971240482332948,486465586.515,1862.76001,5073150000
20141017,1886.76,1864.91,1898.16,1864.91,21.99,21.68,23.08,20.23,121.07,121.17,121.71,120.49,1410200.0,1886.76001,0.3992037079749041,80633520.035,1886.76001,4482120000
20141020,1904.01,1885.62,1905.03,1882.3,18.57,22.11,22.16,18.51,121.51,121.77,121.83,120.95,1410800.0,1904.01001,0.4079318291482628,1023404620.275,1904.01001,3331210000
20141021,1941.28,1909.38,1942.45,1909.38,16.08,17.72,17.75,16.03,120.54,120.84,121.22,120.53,1504400.0,1941.280029,0.3853464040875045,2103526247.525,1941.280029,3987090000
